event_type,day_of_week,time_slot,weather,marketing_effort,social_media_reach,venue_capacity,is_holiday,competing_event,past_avg_attendance,attendance
Technical,Saturday,Evening,Sunny,High,3502,2000,0,1,850.0,1469
Technical,Sunday,Morning,Cloudy,High,3043,150,0,1,82.1,150
Cultural,Saturday,Evening,Sunny,Low,4161,200,1,0,210.7,200
Technical,Sunday,Morning,Sunny,Low,4463,2000,0,0,854.8,688
Seminar,Monday,Evening,Cloudy,Medium,747,1000,0,0,214.2,181
Technical,Saturday,Evening,Cloudy,High,3140,100,0,1,20.0,80
Technical,Saturday,Morning,Sunny,Medium,2218,100,0,0,20.0,100
Workshop,Friday,Afternoon,Cloudy,Medium,5878,750,1,1,193.1,224
Sports,Tuesday,Afternoon,Sunny,Medium,8236,1000,0,0,526.4,616
Technical,Saturday,Evening,Sunny,High,5852,750,0,1,312.0,593
Workshop,Thursday,Evening,Rainy,High,2328,1000,0,0,310.3,241
Sports,Monday,Evening,Sunny,Medium,3968,1000,0,1,446.5,397
Technical,Thursday,Evening,Cloudy,High,3220,150,0,0,100.2,150
Seminar,Tuesday,Morning,Sunny,Medium,2274,150,0,0,20.0,102
Sports,Thursday,Morning,Cloudy,Medium,6279,150,0,0,60.9,149
Cultural,Sunday,Morning,Cloudy,Medium,2306,500,0,0,276.8,378
Sports,Friday,Evening,Rainy,Medium,3463,300,0,0,190.2,240
Sports,Thursday,Afternoon,Sunny,Medium,5996,2000,0,0,971.6,1031
Workshop,Thursday,Afternoon,Sunny,Medium,100,1000,1,0,196.1,189
Sports,Friday,Morning,Sunny,Low,4443,1500,0,0,695.1,473
Technical,Wednesday,Afternoon,Sunny,Medium,3867,300,0,0,206.7,275
Sports,Monday,Afternoon,Cloudy,Medium,2376,500,0,0,285.3,311
Seminar,Wednesday,Evening,Sunny,High,2897,1000,1,0,199.2,258
Fest,Tuesday,Evening,Cloudy,Medium,7436,150,0,0,20.0,136
Cultural,Monday,Afternoon,Sunny,Low,3307,200,1,0,51.3,149
Workshop,Friday,Morning,Cloudy,Medium,8570,150,0,0,67.6,139
Fest,Sunday,Evening,Sunny,Medium,2326,100,0,0,83.3,100
Cultural,Monday,Afternoon,Sunny,Low,410,150,0,1,20.0,65
Fest,Thursday,Evening,Cloudy,Medium,2974,500,0,0,458.9,500
Sports,Wednesday,Afternoon,Sunny,High,929,300,0,1,80.5,166
Cultural,Monday,Afternoon,Rainy,Medium,279,500,0,0,294.7,253
Technical,Wednesday,Afternoon,Sunny,Medium,3074,150,0,0,22.9,132
Workshop,Monday,Evening,Cloudy,Medium,695,200,0,0,43.4,94
Fest,Wednesday,Morning,Sunny,Medium,1066,2000,0,0,1492.1,1890
Workshop,Thursday,Evening,Sunny,Medium,6552,1500,0,0,458.6,417
Sports,Tuesday,Evening,Sunny,Medium,3810,1500,0,0,699.3,767
Fest,Thursday,Morning,Sunny,Low,2632,300,0,1,122.7,187
Seminar,Sunday,Morning,Cloudy,Low,3792,500,0,0,36.2,98
Sports,Saturday,Evening,Cloudy,Low,1593,100,1,0,74.6,100
Seminar,Thursday,Afternoon,Sunny,Low,2579,1500,0,0,260.4,163
Fest,Saturday,Afternoon,Sunny,Medium,7003,1500,0,0,1115.9,1500
Workshop,Monday,Evening,Sunny,Medium,4019,150,0,0,111.6,150
Seminar,Friday,Morning,Cloudy,Medium,1517,1500,1,0,318.0,235
Seminar,Friday,Morning,Cloudy,Low,8179,100,1,0,20.0,100
Fest,Thursday,Evening,Sunny,Medium,4547,1500,1,1,1198.8,1500
Seminar,Friday,Morning,Sunny,High,509,1000,1,0,221.7,187
Cultural,Wednesday,Morning,Sunny,Low,5695,2000,0,0,980.3,664
Sports,Tuesday,Afternoon,Sunny,Medium,6023,150,0,1,56.6,120
Sports,Monday,Morning,Rainy,Low,9352,1500,0,0,640.1,324
Fest,Friday,Morning,Sunny,High,6266,100,0,0,110.0,100
Workshop,Tuesday,Afternoon,Sunny,Medium,1472,500,0,0,66.5,116
Technical,Friday,Morning,Cloudy,Medium,5440,750,1,0,331.9,462
Sports,Monday,Evening,Sunny,High,6851,1000,0,1,508.6,572
Seminar,Sunday,Afternoon,Sunny,High,3443,300,1,0,20.0,133
Fest,Saturday,Morning,Sunny,High,2687,100,0,0,83.9,100
Fest,Monday,Evening,Sunny,Medium,100,750,0,0,574.2,750
Workshop,Thursday,Morning,Cloudy,High,100,150,0,1,124.4,114
Sports,Wednesday,Evening,Sunny,Medium,767,150,0,0,151.9,150
Technical,Monday,Evening,Sunny,Low,3388,150,0,0,52.2,128
Technical,Tuesday,Evening,Rainy,Low,3368,750,0,0,331.5,221
Sports,Thursday,Morning,Sunny,Low,5218,750,0,0,345.3,307
Fest,Friday,Afternoon,Rainy,Low,1179,1500,0,0,1130.2,1351
Sports,Wednesday,Afternoon,Sunny,High,1059,1500,0,0,728.0,1042
Sports,Wednesday,Afternoon,Sunny,Medium,4555,1500,0,0,751.6,787
Technical,Sunday,Morning,Sunny,High,4981,100,0,0,20.0,100
Cultural,Sunday,Evening,Sunny,High,4839,1000,0,0,544.7,1000
Seminar,Wednesday,Afternoon,Sunny,Low,3752,2000,1,0,377.0,222
Sports,Wednesday,Morning,Sunny,Low,4438,1500,0,0,656.6,450
Cultural,Tuesday,Evening,Cloudy,Medium,7445,750,0,0,364.7,421
Cultural,Monday,Morning,Sunny,Medium,7883,750,0,0,343.7,414
Cultural,Sunday,Morning,Cloudy,Medium,4831,2000,0,0,1117.6,1149
Sports,Friday,Evening,Sunny,Low,1598,300,1,0,133.3,252
Workshop,Saturday,Morning,Cloudy,Medium,100,750,0,0,201.0,179
Fest,Monday,Evening,Cloudy,Medium,2138,100,0,0,20.0,100
Fest,Monday,Evening,Cloudy,Medium,3850,500,0,1,359.4,427
Sports,Friday,Morning,Sunny,Medium,2662,750,0,0,440.3,472
Technical,Friday,Evening,Cloudy,Medium,1026,1000,0,1,448.5,551
Cultural,Tuesday,Afternoon,Sunny,Medium,5049,200,0,1,80.9,139
Sports,Wednesday,Afternoon,Cloudy,Low,3177,200,0,0,177.3,188
Seminar,Thursday,Morning,Rainy,Low,2301,100,1,0,20.0,100
Cultural,Friday,Evening,Sunny,Medium,2781,200,0,0,94.6,200
Fest,Wednesday,Morning,Sunny,Medium,4157,1500,0,0,1194.5,1342
Workshop,Tuesday,Morning,Sunny,Low,3118,1500,0,0,430.0,236
Cultural,Wednesday,Morning,Cloudy,High,3809,500,0,1,198.6,216
Seminar,Saturday,Evening,Cloudy,High,6779,300,0,0,54.2,182
Seminar,Wednesday,Morning,Sunny,Medium,1723,300,0,0,72.1,114
Workshop,Monday,Afternoon,Rainy,Medium,5378,150,0,0,22.7,115
Seminar,Tuesday,Morning,Sunny,Low,3201,500,1,0,52.1,116
Workshop,Saturday,Morning,Sunny,High,336,150,0,0,61.1,110
Fest,Friday,Afternoon,Sunny,Medium,4016,750,1,0,570.4,750
Fest,Saturday,Afternoon,Sunny,Medium,2061,200,0,1,117.5,200
Cultural,Tuesday,Evening,Sunny,Medium,850,750,1,0,360.6,608
Fest,Monday,Morning,Sunny,Low,1222,300,0,0,286.8,268
Cultural,Monday,Morning,Sunny,Medium,4980,750,0,0,320.3,294
Workshop,Tuesday,Afternoon,Rainy,Medium,2584,750,0,0,146.3,142
Seminar,Sunday,Evening,Rainy,Medium,8422,1500,0,0,361.9,239
Seminar,Thursday,Afternoon,Sunny,High,937,1500,0,0,333.2,316
Fest,Tuesday,Afternoon,Cloudy,Low,100,200,0,1,202.7,200
Workshop,Wednesday,Afternoon,Sunny,Medium,3532,150,0,0,20.0,114
Technical,Monday,Afternoon,Sunny,Medium,3762,2000,0,0,820.8,546
Fest,Thursday,Morning,Sunny,Low,5082,300,0,0,237.5,300
Workshop,Tuesday,Evening,Sunny,High,6475,750,0,0,186.9,212
Seminar,Sunday,Morning,Sunny,Low,7225,750,0,1,131.0,128
Sports,Saturday,Afternoon,Sunny,Medium,6177,1000,0,0,569.4,859
Fest,Thursday,Afternoon,Sunny,Medium,100,2000,0,0,1568.8,2000
Seminar,Sunday,Evening,Sunny,Medium,1999,750,0,1,97.2,119
Cultural,Wednesday,Afternoon,Rainy,Low,2423,750,0,0,386.4,295
Fest,Sunday,Evening,Cloudy,High,984,100,0,0,110.0,100
Technical,Friday,Evening,Rainy,High,8320,2000,0,1,879.5,745
Technical,Sunday,Evening,Cloudy,Medium,5549,200,0,0,20.0,131
Workshop,Wednesday,Afternoon,Sunny,Medium,6744,100,0,0,20.0,100
Cultural,Wednesday,Morning,Cloudy,High,682,200,0,0,46.8,132
Technical,Saturday,Evening,Sunny,Low,3293,200,0,0,118.4,200
Sports,Monday,Evening,Sunny,Medium,4072,2000,0,1,940.8,825
Seminar,Friday,Morning,Sunny,Low,9101,1500,0,0,367.0,207
Cultural,Wednesday,Afternoon,Rainy,Medium,4811,750,0,0,471.0,454
Workshop,Wednesday,Evening,Cloudy,Medium,4256,150,0,1,20.0,85
Seminar,Sunday,Morning,Sunny,Medium,3965,100,0,0,20.0,100
Sports,Saturday,Afternoon,Cloudy,Medium,1468,750,0,0,294.9,388
Sports,Monday,Afternoon,Rainy,High,3643,150,0,0,121.4,150
Cultural,Thursday,Afternoon,Rainy,High,2289,1000,0,1,457.4,379
Cultural,Friday,Evening,Sunny,High,2163,2000,0,0,1189.3,2000
Workshop,Friday,Morning,Cloudy,High,4592,500,0,1,100.2,128
Sports,Wednesday,Evening,Sunny,Medium,4988,1000,0,1,503.0,473
Fest,Saturday,Morning,Sunny,High,290,150,0,0,126.4,150
Cultural,Sunday,Evening,Sunny,Low,5229,1500,0,0,755.0,771
Cultural,Wednesday,Afternoon,Sunny,Medium,5763,2000,0,0,1109.2,1289
Cultural,Saturday,Morning,Sunny,Low,1931,1000,0,1,661.3,604
Technical,Thursday,Afternoon,Rainy,High,3904,100,1,0,20.0,100
Workshop,Monday,Morning,Sunny,Medium,4822,200,0,0,20.0,110
Fest,Tuesday,Morning,Sunny,Low,4580,300,0,1,214.7,240
Workshop,Friday,Evening,Sunny,High,802,500,1,1,181.3,270
Seminar,Saturday,Afternoon,Sunny,High,3559,100,1,0,26.4,100
Fest,Friday,Afternoon,Sunny,Medium,100,100,0,0,81.9,100
Workshop,Sunday,Evening,Rainy,Medium,2678,300,0,0,104.8,151
Technical,Wednesday,Morning,Sunny,Medium,6493,1000,0,0,410.6,383
Fest,Monday,Evening,Cloudy,Medium,1938,1000,0,0,745.7,1000
Seminar,Sunday,Morning,Rainy,Medium,3149,150,1,1,62.7,86
Sports,Tuesday,Evening,Cloudy,Medium,3141,150,0,0,65.5,142
Cultural,Thursday,Morning,Sunny,Low,2507,500,0,0,271.8,295
Workshop,Tuesday,Morning,Cloudy,Medium,3714,2000,0,1,573.4,255
Technical,Tuesday,Evening,Sunny,High,7141,500,0,1,262.1,380
Cultural,Thursday,Afternoon,Cloudy,Medium,5355,200,0,1,72.2,148
Seminar,Sunday,Evening,Sunny,Medium,1462,300,0,1,39.9,96
Workshop,Tuesday,Afternoon,Sunny,Low,4521,100,0,0,20.0,100
Workshop,Tuesday,Evening,Cloudy,Medium,3739,750,1,0,83.9,138
Technical,Tuesday,Evening,Rainy,High,3521,100,0,0,67.9,100
Workshop,Wednesday,Afternoon,Cloudy,High,2034,300,0,0,159.0,205
Seminar,Friday,Evening,Sunny,Medium,4447,2000,0,0,483.2,490
Seminar,Tuesday,Morning,Sunny,Medium,4198,500,0,0,61.7,109
Cultural,Monday,Afternoon,Sunny,Low,3374,2000,1,0,1048.9,979
Cultural,Wednesday,Morning,Cloudy,Medium,4119,750,1,0,539.4,627
Technical,Wednesday,Morning,Cloudy,Medium,4199,200,0,0,97.1,182
Technical,Thursday,Afternoon,Sunny,High,4204,2000,0,0,800.5,1135
Cultural,Friday,Afternoon,Sunny,Low,1807,300,0,0,297.6,300
Cultural,Wednesday,Evening,Sunny,Medium,2094,200,0,0,132.6,200
Sports,Wednesday,Morning,Sunny,High,8880,300,0,0,108.3,247
Seminar,Saturday,Afternoon,Sunny,Low,2754,500,1,0,169.6,203
Seminar,Saturday,Evening,Rainy,Low,1449,750,0,0,103.4,125
Workshop,Sunday,Evening,Cloudy,High,4665,1500,0,0,364.6,467
Technical,Tuesday,Morning,Cloudy,Medium,2909,2000,0,0,831.2,590
Cultural,Monday,Evening,Sunny,Low,6522,150,0,0,121.0,150
Cultural,Wednesday,Afternoon,Cloudy,Low,3131,750,0,0,437.2,405
Seminar,Monday,Evening,Sunny,Low,100,750,0,0,137.8,96
Seminar,Thursday,Evening,Rainy,Medium,6871,500,0,1,99.1,115
Sports,Sunday,Evening,Sunny,High,1484,200,0,0,143.2,200
Cultural,Saturday,Morning,Sunny,Medium,3837,150,0,0,32.5,150
Sports,Friday,Evening,Sunny,Medium,4981,150,1,0,20.0,145
Fest,Sunday,Afternoon,Cloudy,Low,4710,1000,1,0,806.8,1000
Fest,Tuesday,Evening,Sunny,Low,7278,150,0,1,165.0,150
Cultural,Sunday,Morning,Sunny,Low,4245,100,0,0,20.0,100
Sports,Thursday,Evening,Rainy,Medium,3079,2000,0,0,1027.1,794
Fest,Thursday,Afternoon,Sunny,Medium,4255,1000,0,1,880.2,1000
Seminar,Thursday,Evening,Sunny,Low,2866,100,0,0,20.0,94
Cultural,Thursday,Afternoon,Sunny,Low,4758,750,0,1,314.8,395
Fest,Sunday,Morning,Cloudy,Low,7661,750,0,0,581.5,675
Fest,Monday,Morning,Cloudy,Low,6112,300,0,0,178.0,219
Sports,Tuesday,Morning,Sunny,Medium,4608,200,0,0,146.0,200
Technical,Thursday,Morning,Cloudy,Medium,5310,1000,0,0,501.9,363
Sports,Monday,Morning,Cloudy,Low,2023,500,0,1,198.7,136
Technical,Wednesday,Afternoon,Sunny,High,2506,150,0,1,130.4,150
Fest,Saturday,Morning,Sunny,Medium,1613,100,0,1,110.0,100
Workshop,Monday,Evening,Rainy,High,4043,200,0,0,51.9,136
Sports,Tuesday,Evening,Cloudy,Medium,5144,200,1,0,129.6,200
Sports,Tuesday,Evening,Sunny,Low,1493,750,1,0,228.2,254
Cultural,Thursday,Evening,Cloudy,Medium,4237,750,0,0,387.2,565
Sports,Thursday,Afternoon,Sunny,Medium,3618,200,0,1,139.5,180
Cultural,Thursday,Evening,Sunny,Medium,2412,1000,0,0,532.4,737
Cultural,Monday,Morning,Sunny,High,4665,200,0,0,30.1,115
Fest,Sunday,Evening,Rainy,Low,7230,1500,0,0,1067.0,1065
Workshop,Wednesday,Afternoon,Rainy,Medium,4824,500,1,0,221.9,174
Technical,Monday,Morning,Rainy,High,100,1500,1,0,644.2,343
Technical,Tuesday,Evening,Sunny,High,4254,100,0,0,30.3,100
Workshop,Thursday,Morning,Sunny,High,7521,500,0,0,182.2,222
Cultural,Saturday,Afternoon,Cloudy,Medium,5476,150,0,0,122.1,150
Workshop,Monday,Morning,Rainy,High,5356,2000,0,0,545.7,288
Seminar,Thursday,Morning,Sunny,Medium,5331,750,0,1,208.9,112
Cultural,Sunday,Afternoon,Sunny,Medium,5852,500,0,0,303.1,465
Sports,Thursday,Morning,Cloudy,High,1148,1500,1,0,721.3,905
Workshop,Wednesday,Morning,Cloudy,Low,5507,200,0,0,71.5,118
Technical,Saturday,Evening,Sunny,Medium,4400,2000,0,1,891.0,1145
Cultural,Monday,Morning,Cloudy,Medium,2657,300,0,1,123.4,161
Technical,Monday,Morning,Sunny,Low,3406,2000,0,0,802.0,450
Technical,Monday,Morning,Sunny,Medium,2637,750,0,0,390.3,340
Seminar,Tuesday,Afternoon,Rainy,High,5290,1000,1,0,161.7,151
Seminar,Saturday,Morning,Sunny,Medium,3085,1000,0,0,203.9,212
Seminar,Wednesday,Evening,Sunny,Low,5465,150,0,0,20.0,113
Fest,Saturday,Afternoon,Rainy,Medium,3564,1500,0,1,1178.4,1387
Seminar,Thursday,Morning,Sunny,Medium,4420,300,0,0,183.7,165
Seminar,Saturday,Evening,Sunny,Medium,5348,200,0,1,20.0,97
Cultural,Sunday,Evening,Sunny,Low,4079,2000,1,1,1179.3,1191
Workshop,Tuesday,Morning,Sunny,Medium,7672,500,0,1,163.1,130
Technical,Wednesday,Afternoon,Sunny,Medium,917,300,0,0,57.3,125
Cultural,Tuesday,Evening,Sunny,Medium,4736,500,0,0,409.1,500
Technical,Friday,Evening,Sunny,High,1880,2000,0,0,964.1,1485
Fest,Monday,Afternoon,Cloudy,High,1393,100,1,1,110.0,100
Workshop,Thursday,Morning,Cloudy,Medium,100,1000,0,0,248.9,171
Workshop,Tuesday,Evening,Sunny,High,4558,1000,0,1,325.7,300
Sports,Tuesday,Evening,Sunny,Medium,6087,1500,0,0,666.0,748
Seminar,Thursday,Afternoon,Cloudy,High,3407,300,0,0,46.2,129
Workshop,Saturday,Afternoon,Sunny,Low,3135,500,0,0,156.1,172
Cultural,Tuesday,Morning,Sunny,Low,4124,100,0,1,50.7,100
Seminar,Monday,Morning,Cloudy,High,2382,2000,0,0,490.1,292
Fest,Thursday,Morning,Rainy,Medium,2259,1500,0,0,1080.2,957
Technical,Saturday,Morning,Cloudy,Medium,6075,150,1,1,20.0,122
Technical,Monday,Evening,Rainy,Medium,6248,300,0,0,126.8,151
Fest,Thursday,Afternoon,Rainy,Low,4856,200,0,0,175.4,200
Technical,Tuesday,Morning,Sunny,Low,1699,200,0,0,126.9,160
Fest,Sunday,Evening,Cloudy,Low,3631,750,0,0,587.2,750
Cultural,Monday,Evening,Cloudy,Low,4857,150,0,1,165.0,150
Seminar,Saturday,Evening,Sunny,Medium,3160,750,0,0,190.5,260
Cultural,Thursday,Evening,Sunny,High,1309,1500,0,1,780.6,1271
Technical,Sunday,Morning,Sunny,Low,4365,100,0,0,78.5,100
Workshop,Saturday,Morning,Sunny,Medium,5789,500,0,1,157.3,173
Technical,Friday,Evening,Sunny,High,4543,100,0,0,107.8,100
Seminar,Tuesday,Evening,Rainy,Low,3054,1000,0,0,33.0,95
Technical,Monday,Afternoon,Rainy,Low,2371,200,0,0,96.0,129
Technical,Wednesday,Morning,Sunny,Low,702,150,0,0,99.3,118
Fest,Monday,Evening,Sunny,Medium,6935,100,0,1,98.0,100
Cultural,Thursday,Morning,Sunny,Medium,5703,1000,0,1,493.7,431
Fest,Saturday,Evening,Rainy,High,4699,500,0,0,368.9,500
Seminar,Wednesday,Evening,Rainy,Medium,1650,750,0,0,309.3,191
Technical,Tuesday,Morning,Cloudy,Low,5603,1000,0,0,478.5,306
Seminar,Saturday,Afternoon,Cloudy,High,5526,300,0,1,87.5,133
Workshop,Friday,Afternoon,Sunny,Medium,1863,1000,1,1,268.3,221
Sports,Thursday,Morning,Rainy,Medium,4791,300,1,1,47.4,124
Sports,Friday,Morning,Sunny,Low,100,2000,0,0,892.7,636
Seminar,Thursday,Evening,Rainy,Medium,3909,500,1,0,48.5,127
Seminar,Thursday,Afternoon,Cloudy,Low,2004,1500,0,1,374.1,167
Sports,Saturday,Evening,Rainy,Medium,5213,2000,0,0,946.6,1077
Workshop,Monday,Evening,Rainy,Medium,6234,150,0,0,65.7,113
Technical,Tuesday,Afternoon,Rainy,Medium,3083,1500,0,1,780.2,386
Technical,Thursday,Afternoon,Sunny,Low,3188,1500,0,0,692.5,650
Technical,Wednesday,Afternoon,Cloudy,Medium,2417,500,0,1,253.3,252
Technical,Sunday,Morning,Cloudy,Low,7095,1500,0,0,599.3,470
Fest,Wednesday,Afternoon,Cloudy,High,4609,100,1,0,20.0,100
Workshop,Thursday,Evening,Sunny,Medium,7950,100,0,0,20.0,100
Fest,Friday,Evening,Sunny,Medium,1522,2000,0,0,1476.4,2000
Cultural,Thursday,Afternoon,Cloudy,Low,5550,200,0,0,20.0,107
Workshop,Monday,Morning,Sunny,Low,6359,150,0,0,20.0,103
Fest,Thursday,Afternoon,Sunny,Medium,1528,200,0,0,219.0,200
Technical,Sunday,Evening,Cloudy,High,141,150,0,0,20.0,89
Fest,Wednesday,Morning,Rainy,Medium,2619,150,0,0,67.8,123
Technical,Sunday,Morning,Sunny,Low,1974,1500,0,0,577.5,471
Seminar,Saturday,Morning,Cloudy,Low,2671,200,0,0,20.0,101
Fest,Monday,Evening,Sunny,High,1754,750,0,0,516.4,750
Seminar,Saturday,Afternoon,Sunny,High,4973,1500,0,0,417.2,457
Technical,Tuesday,Afternoon,Rainy,Medium,5558,300,0,0,121.4,182
Workshop,Thursday,Morning,Sunny,High,1054,750,0,0,157.8,191
Workshop,Tuesday,Morning,Cloudy,Medium,4146,200,0,0,82.3,129
Cultural,Wednesday,Afternoon,Sunny,Medium,2419,1500,1,0,889.5,1208
Technical,Wednesday,Afternoon,Sunny,Medium,5614,750,0,0,304.6,282
Seminar,Sunday,Morning,Sunny,Medium,3172,500,0,1,136.6,142
Cultural,Sunday,Morning,Sunny,High,5377,100,0,0,57.5,100
Seminar,Tuesday,Afternoon,Sunny,High,5299,200,0,1,99.9,124
Workshop,Saturday,Evening,Sunny,Medium,482,300,0,0,102.1,189
Technical,Thursday,Evening,Sunny,Low,1557,200,0,1,20.0,76
Technical,Thursday,Morning,Rainy,Low,3845,750,0,0,365.5,246
Seminar,Thursday,Evening,Rainy,High,630,500,0,1,25.8,76
Technical,Friday,Morning,Sunny,High,5217,750,0,0,354.5,534
Workshop,Wednesday,Evening,Sunny,Medium,3656,500,0,1,115.3,138
Cultural,Tuesday,Afternoon,Sunny,High,3697,1500,0,0,782.5,1123
Technical,Tuesday,Evening,Cloudy,Medium,3824,300,0,0,179.2,277
Sports,Sunday,Evening,Rainy,Medium,7275,200,0,1,51.9,115
Fest,Thursday,Morning,Rainy,Medium,4002,300,1,1,330.0,300
Sports,Friday,Morning,Sunny,Medium,1916,100,0,1,75.3,100
Workshop,Friday,Morning,Sunny,High,2620,300,0,0,150.6,194
Technical,Monday,Evening,Sunny,Medium,1116,100,0,1,20.0,76
Sports,Saturday,Evening,Sunny,Low,4193,200,1,0,117.5,200
Technical,Tuesday,Morning,Sunny,Medium,2921,1000,0,0,408.5,343
Sports,Monday,Afternoon,Sunny,Medium,3735,200,0,1,146.2,181
Sports,Sunday,Morning,Sunny,High,3058,1000,0,1,481.0,683
Technical,Friday,Afternoon,Sunny,Medium,3533,750,0,0,210.7,355
Sports,Tuesday,Morning,Sunny,High,6069,750,0,0,264.4,313
Sports,Friday,Evening,Sunny,Medium,100,1000,0,0,506.9,700
Seminar,Tuesday,Evening,Cloudy,Medium,5318,100,0,0,20.0,100
Technical,Thursday,Evening,Rainy,Low,6280,500,0,0,183.3,189
Cultural,Sunday,Morning,Sunny,Medium,4978,2000,1,0,1087.2,1338
Fest,Saturday,Evening,Sunny,High,5252,750,0,0,640.7,750
Fest,Sunday,Afternoon,Sunny,Low,8108,1500,0,0,1086.7,1500
Technical,Sunday,Afternoon,Cloudy,Medium,4585,200,0,1,160.5,200
Sports,Saturday,Afternoon,Sunny,Medium,3702,100,0,0,42.3,100
Cultural,Thursday,Evening,Rainy,Low,4143,750,0,1,384.6,252
Sports,Wednesday,Evening,Sunny,Low,6298,500,0,0,107.8,181
Sports,Sunday,Evening,Cloudy,Medium,5554,1000,0,0,457.6,601
Fest,Saturday,Afternoon,Rainy,Medium,6132,200,0,0,220.0,200
Cultural,Tuesday,Evening,Sunny,High,4101,100,0,0,110.0,100
Fest,Monday,Evening,Rainy,Medium,3131,150,1,0,109.3,150
Fest,Sunday,Morning,Sunny,Medium,4527,300,0,0,192.8,300
Technical,Saturday,Afternoon,Cloudy,Low,2683,2000,0,0,825.5,665
Fest,Wednesday,Morning,Rainy,Low,6032,750,0,0,519.9,438
Workshop,Wednesday,Afternoon,Sunny,High,5090,1500,1,0,390.5,432
Technical,Monday,Evening,Cloudy,High,7457,1500,0,0,554.1,796
Cultural,Friday,Afternoon,Sunny,Low,4951,200,0,0,20.0,117
Cultural,Thursday,Evening,Cloudy,Medium,4392,200,1,0,180.3,200
Technical,Thursday,Evening,Sunny,Low,1935,2000,0,1,823.9,473
Sports,Thursday,Afternoon,Cloudy,Medium,5118,2000,0,0,967.8,982
Technical,Monday,Morning,Sunny,High,5559,1500,1,1,647.5,593
Technical,Monday,Afternoon,Cloudy,Medium,5281,500,0,0,283.1,264
Workshop,Friday,Morning,Cloudy,Low,5201,750,0,0,318.9,257
Sports,Monday,Evening,Cloudy,Medium,3374,100,0,0,110.0,100
Fest,Tuesday,Evening,Sunny,Medium,5628,150,0,1,83.1,150
Fest,Monday,Afternoon,Sunny,Medium,9780,750,0,0,572.3,750
Fest,Sunday,Afternoon,Sunny,Medium,7215,100,0,0,109.2,100
Cultural,Saturday,Morning,Sunny,Medium,3329,100,0,1,110.0,100
Cultural,Thursday,Evening,Cloudy,Low,3495,1000,0,1,565.6,467
Seminar,Friday,Evening,Rainy,Medium,4900,150,0,1,20.0,87
Fest,Saturday,Morning,Sunny,Low,2496,750,0,1,587.2,699
Fest,Saturday,Evening,Sunny,Medium,1269,750,0,0,584.8,750
Sports,Sunday,Morning,Sunny,Medium,5122,500,0,0,151.6,312
Sports,Sunday,Evening,Cloudy,Low,6202,750,0,0,411.1,483
Cultural,Wednesday,Morning,Cloudy,Medium,3981,150,1,0,30.9,133
Seminar,Tuesday,Morning,Cloudy,High,5973,500,0,0,84.7,134
Workshop,Friday,Morning,Sunny,Low,6609,500,0,0,56.9,141
Cultural,Saturday,Afternoon,Cloudy,Medium,4516,150,1,0,39.2,150
Seminar,Wednesday,Morning,Sunny,High,2803,300,0,0,163.1,160
Cultural,Friday,Morning,Sunny,Medium,4221,500,1,1,342.5,460
Fest,Tuesday,Morning,Rainy,Medium,1420,100,0,0,81.8,100
